timestamp,state_feature_vector,action_taken,reward_causal,was_safe
2026-01-13T18:47:44.402370,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.402895,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.403038,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.403359,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.403494,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.403505,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.403822,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.403981,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.403994,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.404325,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.404456,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.404467,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.404587,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_5e85902f-1dbb-4287-8107-452a46fae882,0.0,True
2026-01-13T18:47:44.404712,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.404723,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.405039,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.405171,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.405182,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.405491,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.405816,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.405950,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.405962,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.406290,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.406603,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.407405,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.407547,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.407559,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.407688,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.407826,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.407838,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.408168,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.408486,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.408620,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.408632,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.409319,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.409454,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.409589,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.409601,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.409936,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.410072,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.410088,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_239a2a7a-b5ab-4a14-8d41-bc6ec84e34fb,200.0,True
2026-01-13T18:47:44.410564,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.410742,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.410755,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.411107,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.411246,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.411259,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.411588,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.411914,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.412236,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.412373,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.412385,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_35177c5f-3de6-4d1e-b4fb-0236b1891711,0.0,True
2026-01-13T18:47:44.412526,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.412538,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.412667,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.412678,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.412996,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.413126,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.413137,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.413451,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.413621,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.413633,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.413957,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.414247,loc=node_5c6167c7-293e-44f5-96a6-59287ee07ff6|amt=0|type=Unknown,node_66c72b7e-b9aa-41c4-9b6e-98cdd671cfdf,200.0,True
2026-01-13T18:47:44.414260,loc=node_e9265ddd-910f-4925-a735-d0c8ea448ed0|amt=0|type=Unknown,node_28df6e6e-9009-441b-899a-991539e6aa81,0.0,True
2026-01-13T18:47:44.414396,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.414407,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.414548,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.414563,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_35177c5f-3de6-4d1e-b4fb-0236b1891711,200.0,True
2026-01-13T18:47:44.414927,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.415258,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.415589,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_d0201239-c5c6-41e0-8278-8f81e2703e5e,200.0,True
2026-01-13T18:47:44.415719,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.415865,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.415878,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.416022,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.416034,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.416173,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.416184,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.416317,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_5e85902f-1dbb-4287-8107-452a46fae882,200.0,True
2026-01-13T18:47:44.416454,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.416465,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.416792,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.416978,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.416990,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.417341,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.417731,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.417744,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.417879,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.417890,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.418126,loc=node_bd2f3f63-d982-440d-8af0-f25d99c33ced|amt=0|type=Unknown,node_d71bd41c-765f-4c13-8c13-b5ff6f79be8f,200.0,True
2026-01-13T18:47:44.418257,loc=node_bd2f3f63-d982-440d-8af0-f25d99c33ced|amt=0|type=Unknown,node_d71bd41c-765f-4c13-8c13-b5ff6f79be8f,0.0,True
2026-01-13T18:47:44.418596,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.418851,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.418865,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.419190,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.419325,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.419336,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.419765,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.419906,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.419918,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.420286,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.420640,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.420785,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.420797,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.420939,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.420952,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.421398,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.421535,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.421547,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.421873,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.422007,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.422018,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.422337,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.422476,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.422489,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_239a2a7a-b5ab-4a14-8d41-bc6ec84e34fb,200.0,True
2026-01-13T18:47:44.423210,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.423349,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,0.0,True
2026-01-13T18:47:44.423361,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.423494,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.423506,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.423825,loc=node_bd2f3f63-d982-440d-8af0-f25d99c33ced|amt=0|type=Unknown,node_d71bd41c-765f-4c13-8c13-b5ff6f79be8f,200.0,True
2026-01-13T18:47:44.423954,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.423966,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,200.0,True
2026-01-13T18:47:44.424583,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.424725,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.424737,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
2026-01-13T18:47:44.425076,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_d0201239-c5c6-41e0-8278-8f81e2703e5e,0.0,True
2026-01-13T18:47:44.425202,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,200.0,True
2026-01-13T18:47:44.425527,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.425847,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.426168,loc=node_004049ec-4945-4c19-8097-0d88e8eb55cf|amt=0|type=Unknown,node_421aac7f-001c-4d41-b682-97ad34b2c70a,0.0,True
2026-01-13T18:47:44.426298,loc=node_2b22ecf8-cf9a-4c12-95d2-334de9911d00|amt=0|type=Unknown,node_9e9bdf10-5b80-448b-a505-a8c4a274abc2,200.0,True
2026-01-13T18:47:44.426310,loc=node_93496b90-3d8b-4250-99b3-1ef500065e07|amt=0|type=Unknown,node_e8320f81-0907-42fd-b38f-9981594a8ba6,0.0,True
